Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:km,Short name:en,Short name:km,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:9000
,,,Registration Offline Concepts,,Registration Offline Concepts,,Convenience set for members to be copied to the 'Offline Concepts' superset,,ConvSet,N/A,,,Cambodia_Fee Information; Cambodia_Referred From Set; ,,,,,,,,
